all_a_10000.txt,10000,0.042000583000003644
all_a_20000.txt,20000,3.843848334000029
all_a_30000.txt,30000,6.288030125000034
random_str_10000.txt,10000,0.1749985410000363
random_str_20000.txt,20000,0.3524573329999612
all_a_40000.txt,40000,8.08446145900001
all_a_50000.txt,50000,10.699386292000042
random_str_30000.txt,30000,7.032685916999981
all_a_60000.txt,60000,13.927192625000032
all_a_70000.txt,70000,24.571620832999997
all_a_80000.txt,80000,48.29613483299994
all_a_100000.txt,100000,45.26092758300001
all_a_90000.txt,90000,89.19137837499994
random_str_40000.txt,40000,82.04464691599998
random_str_50000.txt,50000,110.66050395799999
random_str_60000.txt,60000,115.01729916699998
random_str_70000.txt,70000,127.48739445799998
random_str_80000.txt,80000,148.3170975
random_str_90000.txt,90000,146.05567879199998
random_str_100000.txt,100000,147.09937254199997
all_a_10000.txt,10000,0.017463625000004868
all_a_20000.txt,20000,0.06640037499994378
all_a_30000.txt,30000,0.12940441700004612
all_a_40000.txt,40000,0.3718976669999847
all_a_50000.txt,50000,0.6540357500000482
all_a_60000.txt,60000,0.8554782919999298
all_a_70000.txt,70000,1.5212468329999638
all_a_80000.txt,80000,2.051086541000018
all_a_90000.txt,90000,2.890441375000023
all_a_100000.txt,100000,3.38057379199995
random_str_10000.txt,10000,0.018698500000027707
random_str_20000.txt,20000,0.045125207999944905
random_str_30000.txt,30000,0.08706483299999945
random_str_40000.txt,40000,0.1663911250000183
random_str_50000.txt,50000,0.2999176659999421
random_str_60000.txt,60000,0.9506866670000136
random_str_70000.txt,70000,1.5109565840000414
random_str_80000.txt,80000,2.2682522079999217
random_str_90000.txt,90000,2.733077916999946
random_str_100000.txt,100000,17.888932083999975
all_a_10000.txt,10000,0.017512832999955208
all_a_20000.txt,20000,0.06444245799980308
all_a_30000.txt,30000,0.15432624999994005
all_a_40000.txt,40000,0.4129906250000204
all_a_50000.txt,50000,0.5397275420000369
all_a_60000.txt,60000,0.7806210410001313
all_a_70000.txt,70000,1.4645196670001042
all_a_80000.txt,80000,2.0327694169998267
all_a_90000.txt,90000,2.920813083999974
all_a_100000.txt,100000,3.3136091250000845
all_a_200000.txt,200000,12.887310291999938
all_a_10000.txt,10000,0.015923417000067275
all_a_20000.txt,20000,0.05901504200005547
all_a_30000.txt,30000,0.12656733400012854
all_a_40000.txt,40000,0.34815083300009064
all_a_50000.txt,50000,0.6843682500000341
all_a_60000.txt,60000,0.8418514160000541
all_a_70000.txt,70000,1.431515042000001
all_a_80000.txt,80000,1.9652879999998731
all_a_90000.txt,90000,2.9019705829998657
all_a_100000.txt,100000,3.356012499999906
all_a_200000.txt,200000,12.173535249999986
random_str_10000.txt,10000,0.01841720799984614
random_str_20000.txt,20000,0.045220166999797584
random_str_30000.txt,30000,0.08690820800006804
random_str_40000.txt,40000,0.16818887499994162
random_str_50000.txt,50000,0.3249388749998161
random_str_60000.txt,60000,1.2628208749999885
random_str_70000.txt,70000,1.5803311249999297
random_str_80000.txt,80000,2.0712147919998642
random_str_90000.txt,90000,2.7527246669999386
random_str_100000.txt,100000,11.166069082999911
random_str_200000.txt,200000,87.97956699999986
all_a_10000.txt,10000,0.02000279200001387
all_a_20000.txt,20000,0.06138912500000515
all_a_30000.txt,30000,0.16191937500025233
all_a_40000.txt,40000,0.37930074999985663
all_a_50000.txt,50000,0.8398385420000523
random_str_10000.txt,10000,0.01589700000022276
random_str_20000.txt,20000,0.05125254099993981
random_str_30000.txt,30000,0.13302204199999323
random_str_40000.txt,40000,0.4130860410000423
random_str_50000.txt,50000,0.664758499999607
all_a_10000.txt,10000,0.024063458000000537
all_a_20000.txt,20000,0.06412175000014031
all_a_30000.txt,30000,0.1328833749998921
all_a_40000.txt,40000,0.36122458399995594
all_a_50000.txt,50000,0.6721428750001905
random_str_10000.txt,10000,0.018146832999718754
random_str_20000.txt,20000,0.07691966699985642
random_str_30000.txt,30000,0.09604558399996677
random_str_40000.txt,40000,0.2654626250000547
random_str_50000.txt,50000,0.7156060830002389
